,,,,,,,,,,
,,,,,,,,,,
S20030322003059.MON.chlor_a.csv,581.663431168,20.0573596954,20.0573596954,0,0,20.0573596954,20.0573596954,985680,427584,29
,,,,,,,,,,
S20030912003120.MON.chlor_a.csv,5676.71551492,26.6512465489,22.9529576302,6.8403899981,46.7909353267,46.1744291782,20.1479605238,985680,422627,213
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
S20032132003243.MON.chlor_a.csv,87.4498310089,21.8624577522,21.8624577522,0.0024481863,5.99361605347E-06,21.8649059385,21.8600095659,985680,470446,4
S20032442003273.MON.chlor_a.csv,3414.27611213,26.0631764285,24.2976292223,7.8233574312,61.2049214966,40.6952590942,20.2467498382,985680,412224,131
S20032742003304.MON.chlor_a.csv,3910.56771564,41.163870691,32.4202725887,16.1905905967,262.13522387,62.1961708069,21.5383944114,985680,403519,95
S20033052003334.MON.chlor_a.csv,1667.25763799,30.8751414442,26.7987110913,11.4607480198,131.348745173,62.4197731018,22.7685995102,985680,434380,54
,,,,,,,,,,
,,,,,,,,,,
S20040322004060.MON.chlor_a.csv,474.913473129,27.9360866547,27.9360866547,0,0,27.9360866547,27.9360866547,985680,429488,17
,,,,,,,,,,
S20040922004121.MON.chlor_a.csv,213.771408081,26.7214260101,26.7214260101,0,0,26.7214260101,26.7214260101,985680,408132,8
S20041222004152.MON.chlor_a.csv,1452.95615395,25.4904588412,25.3443317413,4.0685772541,16.5533208727,34.4619560242,20.4991701444,985680,412267,57
,,,,,,,,,,
S20041832004213.MON.chlor_a.csv,858.168981552,26.0051206531,26.0702152252,0.3682305069,0.1355937062,26.0702152252,23.9220943451,985680,422165,33
S20042142004244.MON.chlor_a.csv,3348.43521392,49.2416943224,37.7372188568,18.6913657831,349.367154836,73.3439102173,28.6505308747,985680,407963,68
S20042452004274.MON.chlor_a.csv,6270.7147063,53.5958521906,47.1735076904,19.7200851392,388.881757895,85.6347579956,27.4430974722,985680,429361,117
,,,,,,,,,,
S20043062004335.MON.chlor_a.csv,1543.57859135,21.7405435401,22.2937030792,0.7339355495,0.5386613908,22.8842592239,20.5778977871,985680,423075,71
S20043362004366.MON.chlor_a.csv,863.513902664,24.6718257904,22.8261051178,3.9799911437,15.8403295042,29.3899936676,20.175573349,985680,474126,35
,,,,,,,,,,
,,,,,,,,,,
S20050602005090.MON.chlor_a.csv,1295.68949046,35.0186348772,33.1163825989,6.6376198855,44.0579977441,55.9794654846,28.2554003894,985680,412808,37
S20050912005120.MON.chlor_a.csv,1225.7134258,20.7748038271,21.1285962909,0.6304897205,0.3975172877,21.4072942585,20.0018503269,985680,411813,59
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
S20052442005273.MON.chlor_a.csv,3038.12786865,46.0322404341,65.1255187988,22.2429961618,494.750878252,65.1255187988,20.119934082,985680,422359,66
S20052742005304.MON.chlor_a.csv,3181.90156655,48.2106297961,40.4706965685,23.2240846561,539.358108112,78.8391342163,21.0260281563,985680,404006,66
S20053052005334.MON.chlor_a.csv,4465.43736843,26.4227063221,22.8751296997,9.0986262425,82.7849995002,78.4590988159,20.0236797333,985680,477776,169
S20053352005365.MON.chlor_a.csv,1185.02596664,35.9098777771,35.9098777771,0,0,35.9098777771,35.9098777771,985680,693015,33
S20060012006031.MON.chlor_a.csv,702.335634232,20.0667324066,20.0667324066,0,0,20.0667324066,20.0667324066,985680,542624,35
S20060322006059.MON.chlor_a.csv,1217.50589135,39.274383592,30.5085631311,13.701520832,187.731673109,60.6963195801,30.4926993996,985680,498190,31
,,,,,,,,,,
,,,,,,,,,,
S20061212006151.MON.chlor_a.csv,1910.00569186,34.7273762156,28.5757318139,6.3033816889,39.7326207161,41.2139659226,28.4565291405,985680,459694,55
,,,,,,,,,,
,,,,,,,,,,
S20062132006243.MON.chlor_a.csv,1228.70100775,25.0755307705,24.8782272339,3.2643576453,10.6560308361,39.4133946896,20.2154369354,985680,407407,49
S20062442006273.MON.chlor_a.csv,2750.74308485,29.899381357,29.6638269424,7.8696313341,61.931097335,45.4261702299,21.7680282593,985680,406551,92
,,,,,,,,,,
,,,,,,,,,,
S20063052006334.MON.chlor_a.csv,353.208681107,23.5472454071,21.3719539642,3.2380612299,10.4850405285,26.9998703003,20.4053764343,985680,463896,15
